status,error_message,dataset_dir,dataset_type,n,m,target_edges,num_components,side_length,hubs_per_component,hub_degree,model,half_bandwidth,rho,cond,p0,normalize,seed,runtime_seconds,solver_time_seconds,objective,gap,nodes,TP,FP,TN,FN,TPR,FPR,precision,recall,F1,selected_edges,true_edges,l0,l2,M,gap_tol,time_limit
ok,,/Users/tongxu/projects/score-matching/data/graphl0learn/m050_n500_graphl0learn_banded_bw02_rho050_cond02_seed000,graphl0learn,500,50,97,,,,,banded_Toeplitz_precision,2,0.5,2.0,0.2,True,0,60.17319925,60.03198719024658,46.948254561081725,0.059777051305307506,750,52,26,1102,45,0.5360824742268041,0.02304964539007092,0.6666666666666666,0.5360824742268041,0.5942857142857142,78,97,0.02,0.05,1.0632898153870363,0.05,60.0
