stage,study,job_name,instance_id,topology,p,n,rep,method,penalty_constant,penalty_rate,lambda,status,fit_available,certified,runtime_seconds,UB,LB,gap,TP,FP,FN,TPR,FPR,F1,exact_recovery,shd,error_message
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,0.1,sqrt(log(p)/n),0.007883278568224133,converged,1.0,,2.683399903587997,,,,989,533,8,0.9919759277833501,0.004306966295766567,0.7852322350138945,0.0,541,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,0.2,sqrt(log(p)/n),0.015766557136448266,converged,1.0,,0.06855361256748438,,,,982,514,15,0.9849548645937813,0.004153434664210161,0.787805856397914,0.0,529,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,0.5,sqrt(log(p)/n),0.03941639284112066,converged,1.0,,0.06642541196197271,,,,967,483,30,0.9699097291875627,0.0039029356864076024,0.7903555373927258,0.0,513,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,1.0,sqrt(log(p)/n),0.07883278568224132,converged,1.0,,0.06454642582684755,,,,939,400,58,0.9418254764292878,0.00323224487487172,0.8039383561643836,0.0,458,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,1.2,sqrt(log(p)/n),0.09459934281868958,converged,1.0,,0.06384831201285124,,,,918,362,79,0.9207622868605817,0.0029251816117589068,0.8063241106719368,0.0,441,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,1.4,sqrt(log(p)/n),0.11036589995513785,converged,1.0,,0.0684842886403203,,,,895,304,102,0.8976930792377131,0.0024565061049025075,0.8151183970856101,0.0,406,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,1.6,sqrt(log(p)/n),0.12613245709158613,converged,1.0,,0.0666703823953867,,,,862,246,135,0.8645937813440321,0.001987830598046108,0.8190023752969121,0.0,381,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,1.8,sqrt(log(p)/n),0.1418990142280344,converged,1.0,,0.060501763597130775,,,,816,197,181,0.8184553660982948,0.0015918806008743222,0.8119402985074626,0.0,378,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,2.0,sqrt(log(p)/n),0.15766557136448264,converged,1.0,,0.06361684296280146,,,,767,165,230,0.769307923771314,0.0013333010108845845,0.7952306894764127,0.0,395,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,2.2,sqrt(log(p)/n),0.17343212850093093,converged,1.0,,0.06691580358892679,,,,717,137,280,0.7191574724172518,0.0011070438696435642,0.7747163695299839,0.0,417,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,2.5,sqrt(log(p)/n),0.1970819642056033,converged,1.0,,0.06076613999903202,,,,626,91,371,0.6278836509528586,0.0007353357090333164,0.7304550758459742,0.0,462,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,3.0,sqrt(log(p)/n),0.23649835704672395,converged,1.0,,0.06381033081561327,,,,463,55,534,0.46439317953861586,0.00044443367029486155,0.6112211221122112,0.0,589,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,5.0,sqrt(log(p)/n),0.3941639284112066,converged,1.0,,0.04544207639992237,,,,49,3,948,0.04914744232698094,2.42418365615379e-05,0.09342230695900856,0.0,951,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=002,erdos_renyi,500,1000,2,sm_l1,10.0,sqrt(log(p)/n),0.7883278568224132,converged,1.0,,0.018407094292342663,,,,0,0,997,0.0,0.0,0.0,0.0,997,
