stage,study,job_name,instance_id,topology,p,n,rep,method,penalty_constant,penalty_rate,lambda,status,fit_available,certified,runtime_seconds,UB,LB,gap,TP,FP,FN,TPR,FPR,F1,exact_recovery,shd,error_message
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,0.1,sqrt(log(p)/n),0.007883278568224133,converged,1.0,,2.77086425665766,,,,1009,587,8,0.992133726647001,0.004744086056266315,0.7722923842326826,0.0,595,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,0.2,sqrt(log(p)/n),0.015766557136448266,converged,1.0,,0.09194336924701929,,,,1009,579,8,0.992133726647001,0.004679430709673248,0.7746641074856045,0.0,587,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,0.5,sqrt(log(p)/n),0.03941639284112066,converged,1.0,,0.07729692663997412,,,,1006,553,11,0.9891838741396264,0.0044693008332457795,0.781055900621118,0.0,564,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,1.0,sqrt(log(p)/n),0.07883278568224132,converged,1.0,,0.08361547347158194,,,,997,462,20,0.9803343166175025,0.0037338462657496383,0.8053311793214863,0.0,482,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,1.2,sqrt(log(p)/n),0.09459934281868958,converged,1.0,,0.0999757805839181,,,,984,403,33,0.967551622418879,0.003257013084625767,0.8186356073211314,0.0,436,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,1.4,sqrt(log(p)/n),0.11036589995513785,converged,1.0,,0.08232833258807659,,,,950,336,67,0.9341199606686332,0.002715524556908828,0.8250108554059922,0.0,403,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,1.6,sqrt(log(p)/n),0.12613245709158613,converged,1.0,,0.06713996548205614,,,,905,266,112,0.8898721730580138,0.0021497902742194886,0.8272394881170019,0.0,378,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,1.8,sqrt(log(p)/n),0.1418990142280344,converged,1.0,,0.08530867099761963,,,,856,190,161,0.8416912487708947,0.0015355644815853492,0.8298594280174503,0.0,351,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,2.0,sqrt(log(p)/n),0.15766557136448264,converged,1.0,,0.09566668886691332,,,,790,118,227,0.7767944936086529,0.0009536663622477431,0.8207792207792207,0.0,345,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,2.2,sqrt(log(p)/n),0.17343212850093093,converged,1.0,,0.09156427904963493,,,,719,67,298,0.7069813176007866,0.0005414885277169388,0.7975596228508042,0.0,365,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,2.5,sqrt(log(p)/n),0.1970819642056033,converged,1.0,,0.07549393735826015,,,,564,26,453,0.5545722713864307,0.00021012987642746883,0.701929060360921,0.0,479,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,3.0,sqrt(log(p)/n),0.23649835704672395,converged,1.0,,0.05575926508754492,,,,314,7,703,0.3087512291052114,5.6573428268933916e-05,0.4693572496263079,0.0,710,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,5.0,sqrt(log(p)/n),0.3941639284112066,converged,1.0,,0.04971424397081137,,,,1,0,1016,0.0009832841691248771,0.0,0.001964636542239686,0.0,1016,
evaluation,robustness_roc,roc,topology=erdos_renyi_p=500_n=1000_degree=04_signal=0.200_kappa=10.0_graph=random_rep=003,erdos_renyi,500,1000,3,sm_l1,10.0,sqrt(log(p)/n),0.7883278568224132,converged,1.0,,0.017171476036310196,,,,0,0,1017,0.0,0.0,0.0,0.0,1017,
