stage,study,job_name,instance_id,topology,p,n,rep,method,penalty_constant,penalty_rate,lambda,status,fit_available,certified,runtime_seconds,UB,LB,gap,TP,FP,FN,TPR,FPR,F1,exact_recovery,shd,error_message
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,0.1,log(p)/n,0.0006907755278982137,TIME_LIMIT,0.0,0.0,690.3478100299835,nan,-113.05676708244629,nan,,,,,,,,,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,0.2,log(p)/n,0.0013815510557964273,TIME_LIMIT,0.0,0.0,681.7957649230957,nan,-107.68259118965362,nan,,,,,,,,,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,0.5,log(p)/n,0.0034538776394910683,TIME_LIMIT,0.0,0.0,684.870757818222,nan,-92.1129199869644,nan,,,,,,,,,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,1.0,log(p)/n,0.006907755278982137,TIME_LIMIT,0.0,0.0,677.241776227951,nan,-91.17747908149066,nan,,,,,,,,,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,1.2,log(p)/n,0.008289306334778564,TIME_LIMIT,0.0,0.0,668.5384538173676,nan,-93.15694269215959,nan,,,,,,,,,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,1.4,log(p)/n,0.00967085739057499,TIME_LIMIT,0.0,0.0,673.3077669143677,nan,-66.90769624653655,nan,,,,,,,,,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,1.6,log(p)/n,0.011052408446371419,TIME_LIMIT,1.0,0.0,667.0504567623138,-50.6142113175695,-51.141435755795236,0.010416529755205801,1876,730,416,0.8184991273996509,0.0014681984199771524,0.7660269497754185,0.0,1146,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,1.8,log(p)/n,0.012433959502167847,TIME_LIMIT,1.0,0.0,680.6668438911438,-47.36193787547939,-47.48805583147584,0.002662854639268123,1821,337,471,0.7945026178010471,0.000677784750044247,0.8184269662921348,0.0,808,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,2.0,log(p)/n,0.013815510557964273,OPTIMAL,1.0,1.0,124.43156504631042,-44.54071269063959,-44.58511848956443,0.0009969710011886305,1769,175,523,0.7718150087260035,0.0003519653746520571,0.8352219074598677,0.0,698,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,2.2,log(p)/n,0.015197061613760702,OPTIMAL,1.0,1.0,98.50535297393799,-41.97613010521816,-42.01783280525096,0.0009934860581065417,1708,69,584,0.7452006980802792,0.00013877491914852537,0.8395183091668714,0.0,653,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,2.5,log(p)/n,0.01726938819745534,OPTIMAL,1.0,1.0,77.1734209060669,-38.46109586493055,-38.498790688609844,0.00098007669390581,1593,26,699,0.6950261780104712,5.229199851973419e-05,0.8146254154947583,0.0,725,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,3.0,log(p)/n,0.02072326583694641,OPTIMAL,1.0,1.0,89.095862865448,-33.20612158183646,-33.22479197894188,0.0005622576867161074,1428,7,864,0.6230366492146597,1.4078614986082283e-05,0.7662999731687685,0.0,871,
evaluation,primary_graph_recovery,roc,topology=lattice_hubs_p=1000_n=1000_graph=random_rep=001,lattice_hubs,1000,1000,1,sm_l0_core,5.0,log(p)/n,0.03453877639491068,OPTIMAL,1.0,1.0,92.66558527946472,-17.52214208332773,-17.539417858157826,0.0009859396612549177,846,0,1446,0.36910994764397903,0.0,0.5391969407265774,0.0,1446,
