method,penalty_constant,penalty_rate,replications,mean_FPR,se_FPR,mean_TPR,se_TPR,mean_precision,se_precision
sm_l0_core,0.1,log(p)/n,10,0.026305845089950437,0.00014855225607423916,1.0,0.0,0.2332430337665778,0.001333965501967009
sm_l0_core,0.2,log(p)/n,5,0.02597998210550473,0.00026102425997124755,1.0,0.0,0.2359740691102207,0.0025195451979567055
sm_l0_core,0.5,log(p)/n,5,0.023749395067380146,0.00016803993732467053,1.0,0.0,0.25047889933257883,0.0013906463039480438
sm_l0_core,1.0,log(p)/n,3,0.013935356032118961,0.00013703244204958692,1.0,0.0,0.36422744368567356,0.002517957595385585
sm_l0_core,1.2,log(p)/n,8,0.008770156581535843,0.00011456883054124483,1.0,0.0,0.4777515376469228,0.00394154193785383
sm_l0_core,1.4,log(p)/n,9,0.005120091936991277,8.750387073783666e-05,1.0,0.0,0.6096808678984433,0.004516478234773461
sm_l0_core,1.6,log(p)/n,10,0.002865216004316576,7.676728729116198e-05,1.0,0.0,0.7365447979180305,0.00586695685124874
sm_l0_core,1.8,log(p)/n,10,0.001578052950379319,5.612272489737712e-05,1.0,0.0,0.8354364509229985,0.005176246146976322
sm_l0_core,2.0,log(p)/n,10,0.0008661903081924474,2.9559439290882356e-05,1.0,0.0,0.9023283121828459,0.003262316641869571
sm_l0_core,2.2,log(p)/n,10,0.00047268608690249886,2.5747428809305334e-05,1.0,0.0,0.9442255557225779,0.0030229622221342126
sm_l0_core,2.5,log(p)/n,10,0.00020361744159183405,1.4787228618203464e-05,1.0,0.0,0.9751592398614175,0.0018362518557953394
sm_l0_core,3.0,log(p)/n,10,5.251993286652047e-05,6.944238829642659e-06,1.0,0.0,0.9934641317520277,0.0008764287027576846
sm_l0_core,5.0,log(p)/n,10,0.0,0.0,0.9998996990972919,0.00010030090270812807,1.0,0.0
sm_l0_core,10.0,log(p)/n,10,0.0,0.0,0.9565415828899774,0.007880496833197978,1.0,0.0
sm_l1,0.1,sqrt(log(p)/n),10,0.026410078598768278,0.0001505889580523512,1.0,0.0,0.23253776941522716,0.001350197707446827
sm_l1,0.2,sqrt(log(p)/n),10,0.026406846399595056,0.00015034163318230023,1.0,0.0,0.23255955287443003,0.0013508385876898866
sm_l1,0.5,sqrt(log(p)/n),10,0.026329278716036787,0.00014961669812802895,1.0,0.0,0.23308382815427825,0.0013239742750193108
sm_l1,1.0,sqrt(log(p)/n),10,0.014566137797370069,9.282857296467244e-05,1.0,0.0,0.35457578667748846,0.002063037547271279
sm_l1,1.2,sqrt(log(p)/n),10,0.003917251897167664,8.391663457012418e-05,1.0,0.0,0.6715376735677061,0.005580873384637091
sm_l1,1.4,sqrt(log(p)/n),10,0.0008338694322258748,3.150613368525413e-05,1.0,0.0,0.9056416724618828,0.003479725389622638
sm_l1,1.6,sqrt(log(p)/n),10,0.00014382334515039598,9.6141729350736e-06,1.0,0.0,0.982291681346702,0.0012688477345948563
sm_l1,1.8,sqrt(log(p)/n),10,1.9391504636117132e-05,4.030688848978738e-06,1.0,0.0,0.9975691658578383,0.0005082453113295791
sm_l1,2.0,sqrt(log(p)/n),10,4.847949628391604e-06,1.319444825352232e-06,1.0,0.0,0.9993919508517297,0.00016561108022548275
sm_l1,2.2,sqrt(log(p)/n),10,8.078849571820972e-07,8.078849571820972e-07,0.9998996990972919,0.00010030090270812807,0.9998970133882595,0.00010298661174047428
sm_l1,2.5,sqrt(log(p)/n),10,0.0,0.0,0.9990961469783557,0.0003174887749435854,1.0,0.0
sm_l1,3.0,sqrt(log(p)/n),10,0.0,0.0,0.9758399144008386,0.0038881483217517395,1.0,0.0
sm_l1,5.0,sqrt(log(p)/n),10,0.0,0.0,0.03290467062102663,0.0036824509923877357,1.0,0.0
sm_l1,10.0,sqrt(log(p)/n),10,0.0,0.0,0.0,0.0,1.0,0.0
