method,penalty_constant,penalty_rate,replications,mean_FPR,se_FPR,mean_TPR,se_TPR,mean_precision,se_precision
sm_l0_core,0.1,log(p)/n,9,0.017772831684924287,0.00014760274888066922,0.8564777844996215,0.01143880095871496,0.2783289251977471,0.0033589324916216876
sm_l0_core,0.2,log(p)/n,9,0.017607010261302288,0.00014543099583770496,0.853580817174085,0.01120389473444843,0.2799325933495083,0.0034259691836237677
sm_l0_core,0.5,log(p)/n,1,0.015821838662497072,0.0,0.8635907723169508,0.0,0.3054274565448741,0.0
sm_l0_core,1.8,log(p)/n,1,0.0018342989664897013,0.0,0.6218655967903711,0.0,0.731995277449823,0.0
sm_l0_core,2.0,log(p)/n,10,0.0011352570212270776,3.0252192006427116e-05,0.5253045911681803,0.01696416161615807,0.7866259105576267,0.004847951719031083
sm_l0_core,2.2,log(p)/n,10,0.0005874228577403559,1.9178404061645232e-05,0.46231157981736326,0.01751891504753708,0.8620193775182818,0.005071974819269468
sm_l0_core,2.5,log(p)/n,10,0.00023755345478807967,1.117337080762464e-05,0.37939277160992324,0.017347979245142604,0.9259800735290016,0.0053292343644494
sm_l0_core,3.0,log(p)/n,10,5.0906473627502605e-05,5.6570544980810106e-06,0.25938366790902945,0.013086223391798938,0.9750553720347417,0.003523843959473165
sm_l0_core,5.0,log(p)/n,10,0.0,0.0,0.03934111364692253,0.00373885809424062,1.0,0.0
sm_l0_core,10.0,log(p)/n,10,0.0,0.0,0.0001,9.999999999999999e-05,1.0,0.0
sm_l1,0.1,sqrt(log(p)/n),10,0.017836973183735342,0.00013717689418330588,0.8568430289962505,0.010330474428970329,0.2776226834211539,0.0030124350861727663
sm_l1,0.2,sqrt(log(p)/n),10,0.01783616512251662,0.00013675222041728996,0.8568430289962505,0.010330474428970329,0.2776315372649729,0.0030139044805515174
sm_l1,0.5,sqrt(log(p)/n),10,0.01782242807483265,0.0001349352648651892,0.8568430289962505,0.010330474428970329,0.2777848723640416,0.003017213669478338
sm_l1,1.0,sqrt(log(p)/n),10,0.012706052127790007,9.436891766509264e-05,0.8225570328288752,0.011274915746811649,0.34114807217606286,0.0038130447132781096
sm_l1,1.2,sqrt(log(p)/n),10,0.0028983557276052283,4.917367762946992e-05,0.6781789736431071,0.015055906668693705,0.6514093341012104,0.005008680548820446
sm_l1,1.4,sqrt(log(p)/n),10,0.000501781502171509,1.522052561240121e-05,0.4898396639534853,0.01731577143877237,0.885391235842875,0.005186127273099238
sm_l1,1.6,sqrt(log(p)/n),10,6.868226755619319e-05,4.705362419529828e-06,0.3070824507506827,0.015008213107680883,0.971658023026932,0.003133051769055353
sm_l1,1.8,sqrt(log(p)/n),10,8.88771406512173e-06,2.2367465090830683e-06,0.16016845881707592,0.010149789080263224,0.9930251987662517,0.001938964592207625
sm_l1,2.0,sqrt(log(p)/n),10,1.6160767895954388e-06,1.077384550677057e-06,0.0645639298711064,0.005177854401221103,0.9960697197539303,0.0028022059838270527
sm_l1,2.2,sqrt(log(p)/n),10,0.0,0.0,0.022066843531211463,0.0019829483724170508,1.0,0.0
sm_l1,2.5,sqrt(log(p)/n),10,0.0,0.0,0.002535663002090162,0.00035716459433756775,1.0,0.0
sm_l1,3.0,sqrt(log(p)/n),10,0.0,0.0,0.0,0.0,1.0,0.0
sm_l1,5.0,sqrt(log(p)/n),10,0.0,0.0,0.0,0.0,1.0,0.0
sm_l1,10.0,sqrt(log(p)/n),10,0.0,0.0,0.0,0.0,1.0,0.0
