stage,study,job_name,instance_id,topology,p,n,rep,method,penalty_constant,penalty_rate,lambda,status,fit_available,certified,runtime_seconds,UB,LB,gap,TP,FP,FN,TPR,FPR,F1,exact_recovery,shd,error_message
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,0.1,sqrt(log(p)/n),0.015174271293851464,converged,1.0,,2.014911061152816,,,,24,20,1,0.96,1.0,0.6956521739130435,0.0,21,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,0.2,sqrt(log(p)/n),0.030348542587702927,converged,1.0,,0.00028236908838152885,,,,24,17,1,0.96,0.85,0.7272727272727272,0.0,18,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,0.5,sqrt(log(p)/n),0.07587135646925731,converged,1.0,,0.00022379402071237564,,,,24,9,1,0.96,0.45,0.8275862068965517,0.0,10,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,1.0,sqrt(log(p)/n),0.15174271293851463,converged,1.0,,0.00021371105685830116,,,,21,4,4,0.84,0.2,0.8399999999999999,0.0,8,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,1.2,sqrt(log(p)/n),0.18209125552621755,converged,1.0,,0.00021086214110255241,,,,20,4,5,0.8,0.2,0.816326530612245,0.0,9,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,1.4,sqrt(log(p)/n),0.21243979811392047,converged,1.0,,0.00022682826966047287,,,,18,3,7,0.72,0.15,0.782608695652174,0.0,10,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,1.6,sqrt(log(p)/n),0.24278834070162342,converged,1.0,,0.00020173797383904457,,,,13,1,12,0.52,0.05,0.6666666666666666,0.0,13,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,1.8,sqrt(log(p)/n),0.27313688328932634,converged,1.0,,0.0001854700967669487,,,,13,1,12,0.52,0.05,0.6666666666666666,0.0,13,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,2.0,sqrt(log(p)/n),0.30348542587702926,converged,1.0,,0.00020160386338829994,,,,12,0,13,0.48,0.0,0.6486486486486487,0.0,13,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,2.2,sqrt(log(p)/n),0.33383396846473223,converged,1.0,,0.00019317539408802986,,,,10,0,15,0.4,0.0,0.5714285714285715,0.0,15,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,2.5,sqrt(log(p)/n),0.37935678234628656,converged,1.0,,0.00018295319750905037,,,,5,0,20,0.2,0.0,0.33333333333333337,0.0,20,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,3.0,sqrt(log(p)/n),0.4552281388155439,converged,1.0,,0.00019218167290091515,,,,3,0,22,0.12,0.0,0.21428571428571425,0.0,22,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,5.0,sqrt(log(p)/n),0.7587135646925731,converged,1.0,,0.00018167123198509216,,,,0,0,25,0.0,0.0,0.0,0.0,25,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=010_n=0100_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,10,100,9,sm_l1,10.0,sqrt(log(p)/n),1.5174271293851462,converged,1.0,,0.00016424106433987617,,,,0,0,25,0.0,0.0,0.0,0.0,25,
