method,penalty_constant,penalty_rate,replications,mean_FPR,se_FPR,mean_TPR,se_TPR,mean_precision,se_precision
sm_l0_core,0.1,log(p)/n,10,0.7515318302387268,0.027162921661679457,0.9804868421052632,0.010148179799705608,0.47680593760824835,0.02432243286557647
sm_l0_core,0.2,log(p)/n,10,0.6741640773020083,0.03233884684978048,0.9804868421052632,0.010148179799705608,0.5048272768327946,0.023879941626026385
sm_l0_core,0.5,log(p)/n,10,0.4981524567386636,0.0364706088346651,0.9679378224974199,0.010904205558368959,0.577008547008547,0.03060701839011949
sm_l0_core,1.0,log(p)/n,10,0.3195515346722243,0.026044702235469376,0.9115424590888989,0.024742321131983252,0.6663334596438044,0.028263025758311546
sm_l0_core,1.2,log(p)/n,10,0.2693912466843501,0.026886665045710703,0.9115424590888989,0.024742321131983252,0.7034054892475944,0.030677674903242528
sm_l0_core,1.4,log(p)/n,10,0.23844707591259318,0.02400679545974699,0.8953969482529855,0.022044506790497014,0.7237946282042391,0.03045558299964569
sm_l0_core,1.6,log(p)/n,10,0.20466957180750284,0.022833797182040066,0.8903969482529854,0.021220042934442573,0.7513587162900663,0.030652682046418488
sm_l0_core,1.8,log(p)/n,10,0.1694314765694076,0.02937750323058033,0.8654802815863187,0.029271947929962735,0.7782615960190331,0.04012899765974154
sm_l0_core,2.0,log(p)/n,10,0.14015902488316284,0.02672020021962212,0.8403097080937638,0.029566531541518164,0.8037791448317766,0.03899813170510322
sm_l0_core,2.2,log(p)/n,10,0.12527807250221043,0.03110356568932858,0.8336430414270971,0.032819319767533786,0.8221709576972736,0.04650251041885664
sm_l0_core,2.5,log(p)/n,10,0.07441398256915498,0.02649396182509298,0.7849474052779006,0.030059997880543272,0.8786846405228758,0.04311741942413598
sm_l0_core,3.0,log(p)/n,10,0.06382284956422887,0.02269582454207046,0.7552688338493292,0.03993962910627632,0.8884126984126984,0.0415040941126573
sm_l0_core,5.0,log(p)/n,10,0.028091133004926105,0.014108261099363684,0.5537516585581601,0.0540528343821681,0.9171911421911421,0.04947552447552448
sm_l0_core,10.0,log(p)/n,10,0.0,0.0,0.31085246203744654,0.047250612201719375,1.0,0.0
sm_l1,0.1,sqrt(log(p)/n),10,0.9059674118984464,0.022852644570947243,0.9960000000000001,0.0040000000000000036,0.4347035406139206,0.02154941556628962
sm_l1,0.2,sqrt(log(p)/n),10,0.7970213464696223,0.016178566434234216,0.9960000000000001,0.0040000000000000036,0.4655670618282941,0.02065521044100845
sm_l1,0.5,sqrt(log(p)/n),10,0.5597780093469749,0.025174597561441685,0.9786890756302522,0.008963302205298106,0.5487184679641576,0.02550370900639683
sm_l1,1.0,sqrt(log(p)/n),10,0.2121457622836933,0.02463988184989629,0.9386627598407784,0.012473225393498854,0.7543858878641487,0.02914318589549643
sm_l1,1.2,sqrt(log(p)/n),10,0.1542446002273588,0.02253865891818262,0.8859921863482235,0.018076433320236847,0.802401257153579,0.02631427674211788
sm_l1,1.4,sqrt(log(p)/n),10,0.1087491474043198,0.021654725482487314,0.8515835176175732,0.030223871273547455,0.8463095238095238,0.028758880111040046
sm_l1,1.6,sqrt(log(p)/n),10,0.09517771883289125,0.022620713367290556,0.7680915155535898,0.047474144240904945,0.8452305254085439,0.03486486885722847
sm_l1,1.8,sqrt(log(p)/n),10,0.07411039535177466,0.018322264949642245,0.7132304658705587,0.044638971065157636,0.8664008012111728,0.033562565704349616
sm_l1,2.0,sqrt(log(p)/n),10,0.04291120373878994,0.014227827507895264,0.6128219814241487,0.0461834122546599,0.9031410256410257,0.030621745594204372
sm_l1,2.2,sqrt(log(p)/n),10,0.03137274220032841,0.014679377685413955,0.5475665266106443,0.050595139852166134,0.9225641025641025,0.034648185366836996
sm_l1,2.5,sqrt(log(p)/n),10,0.013571428571428573,0.010238095238095237,0.40538423264042456,0.049088317361349026,0.9566666666666667,0.0337199797899856
sm_l1,3.0,sqrt(log(p)/n),10,0.0,0.0,0.2687422232050715,0.03937230995346561,1.0,0.0
sm_l1,5.0,sqrt(log(p)/n),10,0.0,0.0,0.0,0.0,1.0,0.0
sm_l1,10.0,sqrt(log(p)/n),10,0.0,0.0,0.0,0.0,1.0,0.0
