method,penalty_constant,penalty_rate,replications,mean_FPR,se_FPR,mean_TPR,se_TPR,mean_precision,se_precision
sm_l0,0.1,log(p)/n,10,0.6916614872083898,0.0193466031401614,1.0,0.0,0.2746090418148369,0.006605980437164725
sm_l0,0.2,log(p)/n,10,0.5574908406133214,0.01191738347272048,1.0,0.0,0.31910611226396507,0.006832177911405007
sm_l0,0.5,log(p)/n,10,0.3456205577373618,0.01090898676578166,1.0,0.0,0.4310444235095991,0.011275778081672107
sm_l0,1.0,log(p)/n,10,0.16153792904368613,0.008674967553517118,1.0,0.0,0.6198119432172933,0.010014444770505962
sm_l0,1.2,log(p)/n,10,0.11706695078085505,0.009167166609871805,1.0,0.0,0.6942347869679604,0.01419214192785471
sm_l0,1.4,log(p)/n,10,0.08641558357889109,0.006140496630276346,1.0,0.0,0.7535039205484452,0.012216227084075507
sm_l0,1.6,log(p)/n,10,0.07049983684937186,0.008458253519926292,1.0,0.0,0.7926392402264346,0.020074982836420514
sm_l0,1.8,log(p)/n,10,0.05249459588328177,0.00761429890695677,1.0,0.0,0.8370648459882288,0.020321971297258427
sm_l0,2.0,log(p)/n,10,0.039272910410167776,0.006277400140091143,0.9976190476190476,0.0023809523809523838,0.8732608125351637,0.01853316925453183
sm_l0,2.2,log(p)/n,10,0.027905662836410057,0.004178395534101976,0.9952380952380953,0.0047619047619047675,0.9045888089883846,0.013545649083559026
sm_l0,2.5,log(p)/n,10,0.020640932325116136,0.003549049983590505,0.9926065162907267,0.005178436548886071,0.9278260321332631,0.011289073481846854
sm_l0,3.0,log(p)/n,10,0.011354174444391104,0.003631067556592363,0.9901065162907269,0.005381330146092402,0.9600199889101491,0.012035274929882208
sm_l0,5.0,log(p)/n,10,0.0013559477845192132,0.0009039716817934055,0.9627497605803127,0.015315646525549363,0.9952272727272726,0.0031863243704262256
sm_l1,0.1,sqrt(log(p)/n),10,0.8886061739336408,0.007495571711113108,1.0,0.0,0.22690745272336071,0.004498603823019082
sm_l1,0.2,sqrt(log(p)/n),10,0.767830237266878,0.011978085276743914,1.0,0.0,0.25373898449873317,0.005432830953114232
sm_l1,0.5,sqrt(log(p)/n),10,0.43326409180338965,0.009355368557886158,1.0,0.0,0.3761598563235219,0.008494333992610669
sm_l1,1.0,sqrt(log(p)/n),10,0.11876705957827487,0.009788238547889204,1.0,0.0,0.69025728139748,0.01735176507967167
sm_l1,1.2,sqrt(log(p)/n),10,0.07899176462080416,0.007348180290124053,0.9951190476190476,0.0032551778626691828,0.769657850456136,0.016909802308561626
sm_l1,1.4,sqrt(log(p)/n),10,0.049915454549607045,0.005139326377069187,0.9927380952380952,0.00369900022583102,0.8411443867426902,0.011996744945088497
sm_l1,1.6,sqrt(log(p)/n),10,0.0307093718433121,0.004790365140225486,0.9852734877734879,0.0073452122022945555,0.8970823311829447,0.013258912219269722
sm_l1,1.8,sqrt(log(p)/n),10,0.01935606554486661,0.0038337798952622956,0.9628364876141543,0.010488650517179076,0.9313283628831712,0.012025715215662735
sm_l1,2.0,sqrt(log(p)/n),10,0.01267933001697684,0.0030872995437582415,0.9403267955624882,0.014035489154038324,0.9528171544511814,0.010924077086192266
sm_l1,2.2,sqrt(log(p)/n),10,0.005335041964391692,0.0019417839220116067,0.9019298955449206,0.013791913572110506,0.9784380846904444,0.00778944175522774
sm_l1,2.5,sqrt(log(p)/n),10,0.0026761487592799984,0.001481553123545909,0.8208580175392874,0.01940786340038014,0.9875252525252524,0.0071321882123505055
sm_l1,3.0,sqrt(log(p)/n),10,0.0013514130484408528,0.0009009677390477795,0.6612147754461246,0.024967068384229477,0.992153846153846,0.005232025992813931
sm_l1,5.0,sqrt(log(p)/n),10,0.0,0.0,0.07476414575348808,0.011822830888714508,1.0,0.0
