stage,study,job_name,instance_id,topology,p,n,rep,method,penalty_constant,penalty_rate,lambda,status,fit_available,certified,runtime_seconds,UB,LB,gap,TP,FP,FN,TPR,FPR,F1,exact_recovery,shd,error_message
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,0.1,sqrt(log(p)/n),0.008654091913011426,converged,1.0,,2.6185604729689658,,,,37,138,0,1.0,0.9019607843137255,0.3490566037735849,0.0,138,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,0.2,sqrt(log(p)/n),0.017308183826022852,converged,1.0,,0.0006131690461188555,,,,37,121,0,1.0,0.7908496732026143,0.3794871794871795,0.0,121,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,0.5,sqrt(log(p)/n),0.04327045956505713,converged,1.0,,0.0004509969148784876,,,,37,61,0,1.0,0.39869281045751637,0.5481481481481482,0.0,61,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,1.0,sqrt(log(p)/n),0.08654091913011426,converged,1.0,,0.00041352398693561554,,,,37,15,0,1.0,0.09803921568627451,0.8314606741573033,0.0,15,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,1.2,sqrt(log(p)/n),0.10384910295613711,converged,1.0,,0.0014060218818485737,,,,37,8,0,1.0,0.05228758169934641,0.9024390243902439,0.0,8,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,1.4,sqrt(log(p)/n),0.12115728678215995,converged,1.0,,0.00046339817345142365,,,,37,5,0,1.0,0.032679738562091505,0.9367088607594937,0.0,5,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,1.6,sqrt(log(p)/n),0.13846547060818282,converged,1.0,,0.0004283660091459751,,,,36,3,1,0.972972972972973,0.0196078431372549,0.9473684210526315,0.0,4,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,1.8,sqrt(log(p)/n),0.15577365443420568,converged,1.0,,0.00039312313310801983,,,,35,3,2,0.9459459459459459,0.0196078431372549,0.9333333333333332,0.0,5,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,2.0,sqrt(log(p)/n),0.17308183826022852,converged,1.0,,0.0003968439996242523,,,,35,3,2,0.9459459459459459,0.0196078431372549,0.9333333333333332,0.0,5,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,2.2,sqrt(log(p)/n),0.1903900220862514,converged,1.0,,0.0003905401099473238,,,,34,2,3,0.918918918918919,0.013071895424836602,0.9315068493150684,0.0,5,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,2.5,sqrt(log(p)/n),0.21635229782528564,converged,1.0,,0.00038876687176525593,,,,32,1,5,0.8648648648648649,0.006535947712418301,0.9142857142857143,0.0,6,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,3.0,sqrt(log(p)/n),0.2596227573903428,converged,1.0,,0.00036960095167160034,,,,24,0,13,0.6486486486486487,0.0,0.7868852459016393,0.0,13,
evaluation,primary_graph_recovery,roc,topology=erdos_renyi_p=020_n=0400_degree=04_signal=0.200_kappa=10.0_graph=random_rep=009,erdos_renyi,20,400,9,sm_l1,5.0,sqrt(log(p)/n),0.4327045956505713,converged,1.0,,0.00033145188353955746,,,,4,0,33,0.10810810810810811,0.0,0.1951219512195122,0.0,33,
