method,penalty_constant,penalty_rate,replications,mean_FPR,se_FPR,mean_TPR,se_TPR,mean_precision,se_precision
sm_l0_core,0.1,log(p)/n,10,0.7034966527725148,0.030869715185667314,1.0,0.0,0.4988410137107806,0.0253303507375634
sm_l0_core,0.2,log(p)/n,10,0.5956828344069723,0.024740028730144314,0.9933333333333334,0.0066666666666666645,0.5376033615739498,0.024001124948208073
sm_l0_core,0.5,log(p)/n,10,0.4188296703296703,0.02707350951767128,0.9933333333333334,0.0066666666666666645,0.6237315202824478,0.0238466336879466
sm_l0_core,1.0,log(p)/n,10,0.2849957685992169,0.03633117945818795,0.9880701754385965,0.008021720795079415,0.7123603317881018,0.03364218907779454
sm_l0_core,1.2,log(p)/n,10,0.2009998105342933,0.034041798911746725,0.9880701754385965,0.008021720795079415,0.77927613208048,0.03546691717894794
sm_l0_core,1.4,log(p)/n,10,0.15577908298597953,0.028800899570138244,0.9833082706766918,0.008625519607573252,0.8170720583764062,0.032460795272305144
sm_l0_core,1.6,log(p)/n,10,0.14086971074902108,0.028476941026957445,0.9833082706766918,0.008625519607573252,0.831784679089027,0.032652325918617255
sm_l0_core,1.8,log(p)/n,10,0.11299235821649614,0.02299358347231481,0.9833082706766918,0.008625519607573252,0.8638595005299811,0.02914438228707002
sm_l0_core,2.0,log(p)/n,10,0.10902305166098267,0.022965688904168315,0.9833082706766918,0.008625519607573252,0.867953232884583,0.02917802237780638
sm_l0_core,2.2,log(p)/n,10,0.08821024377920929,0.016169423869287974,0.9833082706766918,0.008625519607573252,0.8909565580618212,0.02011833331761777
sm_l0_core,2.5,log(p)/n,10,0.05790709864847795,0.013184307045055122,0.9783082706766917,0.008991842001828306,0.9260251937032121,0.016775049190086763
sm_l0_core,3.0,log(p)/n,10,0.03804124036882657,0.010962123938279545,0.9783082706766917,0.008991842001828306,0.9490716799540329,0.015024705871748147
sm_l0_core,5.0,log(p)/n,10,0.007417582417582417,0.004949292716802805,0.8801458425475455,0.031676410408361305,0.987450980392157,0.008386413036520492
sm_l0_core,10.0,log(p)/n,10,0.0,0.0,0.6407532065457764,0.06108379545899955,1.0,0.0
sm_l1,0.1,sqrt(log(p)/n),10,0.9013035240621446,0.017716920477803218,1.0,0.0,0.43645625896760326,0.022195932077658458
sm_l1,0.2,sqrt(log(p)/n),10,0.7607164329922951,0.02524315580923699,1.0,0.0,0.47860805612240337,0.02390532922238483
sm_l1,0.5,sqrt(log(p)/n),10,0.4702211696349628,0.02553530018785923,1.0,0.0,0.5966196383498288,0.02490291338909958
sm_l1,1.0,sqrt(log(p)/n),10,0.19511462675255778,0.01831608603355366,0.9833082706766918,0.008625519607573252,0.7758667132088184,0.020816056704885927
sm_l1,1.2,sqrt(log(p)/n),10,0.14982430213464698,0.02032748440702823,0.9695463659147869,0.01111084757320897,0.8176310376033082,0.020864835029447935
sm_l1,1.4,sqrt(log(p)/n),10,0.11386270051787292,0.02110834260930222,0.955546365914787,0.016807262483719443,0.8578021866259853,0.019670088302916073
sm_l1,1.6,sqrt(log(p)/n),10,0.06559252242010863,0.016283732799090882,0.9406640129736106,0.020799956298035317,0.9148759900604025,0.018544471514138298
sm_l1,1.8,sqrt(log(p)/n),10,0.04643911835291145,0.01237243608427637,0.911890203449801,0.02900743234577833,0.9357446926138877,0.016881220109223546
sm_l1,2.0,sqrt(log(p)/n),10,0.03902153593532904,0.009940422453242717,0.8274644699985257,0.035313194164170586,0.9403887168902649,0.015497372293439336
sm_l1,2.2,sqrt(log(p)/n),10,0.028430402930402932,0.0104061429350679,0.8163189591626125,0.03394132984683717,0.9574509803921568,0.01598969734416678
sm_l1,2.5,sqrt(log(p)/n),10,0.008,0.008,0.7736125239569512,0.032178066612888745,0.9866666666666667,0.013333333333333329
sm_l1,3.0,sqrt(log(p)/n),10,0.004,0.004,0.6393611602535751,0.03624143501364815,0.99,0.009999999999999997
sm_l1,5.0,sqrt(log(p)/n),10,0.0,0.0,0.09222084623323012,0.029531310240527582,1.0,0.0
sm_l1,10.0,sqrt(log(p)/n),10,0.0,0.0,0.0,0.0,1.0,0.0
