status,error_message,dataset_dir,dataset_type,n,m,target_edges,num_components,side_length,hubs_per_component,hub_degree,model,half_bandwidth,rho,cond,p0,normalize,seed,big_m_min,big_m_max,runtime_seconds,objective,objective_bound,mip_gap,nodes,TP,FP,TN,FN,TPR,FPR,precision,recall,F1,selected_edges,true_edges,lambda,big_m_scale,time_limit,mip_gap_target
TIME_LIMIT,,/Users/tongxu/projects/score-matching/data/graphl0learn/m050_n500_graphl0learn_banded_bw02_rho050_cond02_seed000,graphl0learn,500,50,97,,,,,banded_Toeplitz_precision,2,0.5,2.0,0.2,True,0,2.573609576217822,3.194992870296087,60.006755113601685,-0.8375862665197045,-0.9507049007700421,0.1350531148515154,30110.0,51,20,1108,46,0.5257731958762887,0.01773049645390071,0.7183098591549296,0.5257731958762887,0.6071428571428571,71,97,0.012,1.25,60.0,0.05
